data_movimento, data_nf, codnota, numfilial, codbarra, codproduto, produto, codcor, codtamanho, quantity, price, valor_total, custo_medio, fufilled_quantity, total_sold_quantity, outbound_quantity, status, last_nota_status, codfilial
2023-05-26 00:00:00, 2023-05-19 00:00:00, 15683, 21102, 4895229119413, TPV-LR036P20BP/59, 219304, 000, U, 24.0, 17.02, 408.48, 20.3, None, None, None, e, f, TPV 
2023-05-26 00:00:00, 2023-05-19 00:00:00, 15683, 21102, 4895229123939, TPV-LR03P10BP/59, 219306, 000, U, 24.0, 8.14, 195.36, 9.71, 24.0, 4.0, -20.0, p, t, TPV 
2023-05-26 00:00:00, 2023-05-19 00:00:00, 15683, 21102, 4895229119345, TPV-LR03P2B/59, 219308, 000, U, 36.0, 1.73, 62.28, 2.06, 36.0, 2.0, -34.0, p, t, TPV 
2023-05-26 00:00:00, 2023-05-19 00:00:00, 15684, 21102, 4895229108394, TPV-L3/00, 219312, 000, U, 6.0, 957.07, 5742.42, 1082.38, None, None, None, e, f, TPV 
2023-06-27 00:00:00, 2023-06-15 00:00:00, 15927, 21102, 4895229108394, TPV-L3/00, 219312, 000, U, 12.0, 929.06, 11148.72, 1050.7, None, None, None, e, f, TPV 
2023-05-26 00:00:00, 2023-05-19 00:00:00, 15684, 21102, 4895229117563, TPV-TAA4216BK/00, 219334, 000, U, 3.0, 125.88, 377.64, 142.36, 3.0, 2.0, -1.0, p, t, TPV 
2023-05-26 00:00:00, 2023-05-19 00:00:00, 15684, 21102, 4895229126299, TPV-TAA7507BK/00, 219335, 000, U, 6.0, 429.95, 2579.7, 486.24, 6.0, 3.0, -3.0, p, f, TPV 
2023-08-28 00:00:00, 2023-08-22 00:00:00, 16702, 21102, 4895229126299, TPV-TAA7507BK/00, 219335, 000, U, 24.0, 383.74, 9209.76, 433.98, 0, 3.0, -27.0, n, t, TPV 
2023-05-26 00:00:00, 2023-05-19 00:00:00, 61221, 21102, 7898620271633, TPV-75PUG8807/78, 219199, 000, U, 2.0, 4771.22, 9542.44, 4844.13, 2.0, 2.0, 0.0, f, t, TPV 
2023-05-26 00:00:00, 2023-05-19 00:00:00, 15689, 21102, 6951613981177, TPV-DLC4543A/11, 219309, 000, U, 36.0, 12.67, 456.12, 0.0, 36.0, 5.0, -31.0, p, f, TPV 
2023-12-16 00:00:00, 2023-12-16 00:00:00, 78831, 21102, 6951613981177, TPV-DLC4543A/11, 219309, 000, U, 1.0, 19.9, 19.9, 0.0, 0, 5.0, -32.0, n, t, TPV 
2023-05-26 00:00:00, 2023-05-19 00:00:00, 15689, 21102, 6951613981191, TPV-DLC4543V/11, 219310, 000, U, 36.0, 38.72, 1393.92, 0.0, None, None, None, e, f, TPV 
2023-05-26 00:00:00, 2023-05-19 00:00:00, 15684, 21102, 4895229110311, TPV-TAE1205BK/00, 219340, 000, U, 3.0, 62.0, 186.0, 70.12, None, None, None, e, f, TPV 
2023-05-26 00:00:00, 2023-05-19 00:00:00, 15684, 21102, 4895229119581, TPV-TAX3206/78, 219368, 000, U, 3.0, 545.2, 1635.6000000000001, 616.58, None, None, None, e, f, TPV 
2023-05-26 00:00:00, 2023-05-19 00:00:00, 15684, 21102, 4895229108141, TPV-TAX3305/78, 219369, 000, U, 3.0, 892.72, 2678.16, 1009.61, 3.0, 1.0, -2.0, p, t, TPV 
2023-05-26 00:00:00, 2023-05-22 00:00:00, 61250, 21102, 7898620271657, TPV-75PML9507/78, 219197, 000, U, 3.0, 6392.78, 19178.34, 6490.46, None, None, None, e, f, TPV 
2023-05-26 00:00:00, 2023-05-22 00:00:00, 15695, 21102, 4895229112612, TPV-B95/10, 219305, 000, U, 2.0, 2489.82, 4979.64, 2944.15, None, None, None, e, f, TPV 
2023-06-27 00:00:00, 2023-06-15 00:00:00, 15926, 21102, 4895229112612, TPV-B95/10, 219305, 000, U, 12.0, 2496.04, 29952.48, 2951.51, None, None, None, e, f, TPV 
2023-11-24 00:00:00, 2023-11-16 00:00:00, 17623, 21102, 4895229112612, TPV-B95/10, 219305, 000, U, 6.0, 2650.13, 15900.78, 3155.9, None, None, None, e, f, TPV 
2023-05-26 00:00:00, 2023-05-24 00:00:00, 61365, 21102, 7898620271619, TPV-55PUG8807/78, 219191, 000, U, 6.0, 2415.81, 14494.86, 2452.72, None, None, None, e, f, TPV 
2023-05-26 00:00:00, 2023-05-24 00:00:00, 61367, 21102, 7898620271350, TPV-221V8LW, 219290, 000, U, 5.0, 433.76, 2168.8, 431.8, 5.0, 2.0, -3.0, p, t, TPV 
2023-05-26 00:00:00, 2023-05-24 00:00:00, 61366, 21102, 7898620271053, TPV-27G2/BK, 219261, 000, U, 4.0, 746.51, 2986.04, 743.14, 4.0, 6.0, 2.0, f, f, TPV 
2023-08-21 00:00:00, 2023-08-11 00:00:00, 64326, 21102, 7898620271053, TPV-27G2/BK, 219261, 000, U, 4.0, 685.27, 2741.08, 682.17, 4.0, 6.0, -2.0, p, f, TPV 
2023-10-25 00:00:00, 2023-10-23 00:00:00, 17324, 21102, 7898620271053, TPV-27G2/BK, 219261, 000, U, 15.0, 733.95, 11009.25, 711.31, 0, 6.0, -17.0, n, t, TPV 
2023-05-26 00:00:00, 2023-05-24 00:00:00, 61346, 21102, 7898620271572, TPV-24G2SE, 219257, 000, U, 1.0, 594.57, 594.57, 591.89, 1.0, 4.0, 3.0, f, f, TPV 
2023-06-29 00:00:00, 2023-06-26 00:00:00, 62449, 21102, 7898620271572, TPV-24G2SE, 219257, 000, U, 2.0, 594.57, 1189.14, 591.88, 2.0, 4.0, 1.0, f, f, TPV 
2023-08-21 00:00:00, 2023-08-11 00:00:00, 64330, 21102, 7898620271572, TPV-24G2SE, 219257, 000, U, 5.0, 548.6, 2743.0, 546.12, 5.0, 4.0, -4.0, p, f, TPV 
2023-11-28 00:00:00, 2023-11-22 00:00:00, 68322, 21102, 7898620271572, TPV-24G2SE, 219257, 000, U, 3.0, 591.99, 1775.97, 591.45, 0, 4.0, -7.0, n, t, TPV 
2023-06-05 00:00:00, 2023-05-29 00:00:00, 61544, 21102, 7898620271626, TPV-65PUG8807/78, 219195, 000, U, 6.0, 3121.56, 18729.36, 3169.26, 6.0, 4.0, -2.0, p, f, TPV 
2023-10-17 00:00:00, 2023-10-17 00:00:00, 78412, 21102, 7898620271626, TPV-65PUG8807/78, 219195, 000, U, 1.0, 4999.0, 4999.0, 3169.26, 0, 4.0, -3.0, n, t, TPV 
2023-06-27 00:00:00, 2023-06-20 00:00:00, 62270, 21102, 7898620271077, TPV-E970SWHNL, 219274, 000, U, 5.0, 292.44, 1462.2, 291.12, 5.0, 5.0, 0.0, f, f, TPV 
2023-08-21 00:00:00, 2023-08-11 00:00:00, 64332, 21102, 7898620271077, TPV-E970SWHNL, 219274, 000, U, 1.0, 267.19, 267.19, 265.98, 0, 5.0, -1.0, e, t, TPV 
2023-06-29 00:00:00, 2023-06-21 00:00:00, 975, 21102, TPVCX01, TPVCX01, 227992, 000, U, 205.0, 4.98, 1020.9000000000001, 4.98, None, None, None, e, f, TPV 
2023-06-29 00:00:00, 2023-06-21 00:00:00, 975, 21102, TPVCX02, TPVCX02, 227993, 000, U, 220.0, 2.9, 638.0, 2.9, None, None, None, e, f, TPV 
2023-06-29 00:00:00, 2023-06-21 00:00:00, 975, 21102, TPVCX03, TPVCX03, 227994, 000, U, 422.0, 1.22, 514.84, 1.22, None, None, None, e, f, TPV 
2023-06-29 00:00:00, 2023-06-21 00:00:00, 975, 21102, TPVCX04, TPVCX04, 227995, 000, U, 215.0, 3.21, 690.15, 3.21, None, None, None, e, f, TPV 
2023-06-30 00:00:00, 2023-06-28 00:00:00, 16220, 21102, 4038986638555, TPV-AMM700DR0B/FG, 219245, 000, U, 10.0, 115.17, 1151.7, 0.0, 10.0, 1.0, -9.0, p, t, TPV 
2023-08-21 00:00:00, 2023-08-11 00:00:00, 16545, 21102, 8712581798680, TPV-34M2C8600/FG, 247039, 000, U, 1.0, 7749.02, 7749.02, 8794.24, None, None, None, e, f, TPV 
2023-08-21 00:00:00, 2023-08-11 00:00:00, 16551, 21102, 4038986631297, TPV-GM310B/FG, 247022, 000, U, 60.0, 63.01, 3780.6, 67.43, 60.0, 12.0, -48.0, p, t, TPV 
2023-08-21 00:00:00, 2023-08-11 00:00:00, 64336, 21102, 7898620271725, TPV-25G3ZM, 247028, 000, U, 5.0, 734.72, 3673.6000000000004, 731.4, 5.0, 4.0, -1.0, p, f, TPV 
2023-10-24 00:00:00, 2023-10-24 00:00:00, 78436, 21102, 7898620271725, TPV-25G3ZM, 247028, 000, U, 1.0, 1799.0, 1799.0, 731.4, 0, 4.0, -2.0, n, t, TPV 
2023-08-21 00:00:00, 2023-08-11 00:00:00, 16547, 21102, 4038986631273, TPV-AGK600BR/FG, 247026, 000, U, 10.0, 268.24, 2682.4, 287.06, 10.0, 2.0, -8.0, p, t, TPV 
2023-08-21 00:00:00, 2023-08-11 00:00:00, 16548, 21102, 4038986631266, TPV-GK530BR/FG, 247025, 000, U, 10.0, 164.6, 1646.0, 176.15, 10.0, 18.0, 8.0, f, f, TPV 
2023-10-20 00:00:00, 2023-10-11 00:00:00, 17174, 21102, 4038986631266, TPV-GK530BR/FG, 247025, 000, U, 30.0, 162.22, 4866.6, 173.81, 30.0, 18.0, -22.0, p, t, TPV 
2023-08-21 00:00:00, 2023-08-11 00:00:00, 16549, 21102, 4038986631280, TPV-GK450BR/FG, 247024, 000, U, 10.0, 101.14, 1011.4, 108.23, 10.0, 9.0, -1.0, p, f, TPV 
2023-10-20 00:00:00, 2023-10-11 00:00:00, 17175, 21102, 4038986631280, TPV-GK450BR/FG, 247024, 000, U, 50.0, 99.45, 4972.5, 106.56, 0, 9.0, -51.0, n, f, TPV 
2023-12-21 00:00:00, 2023-12-21 00:00:00, 78849, 21102, 4038986631280, TPV-GK450BR/FG, 247024, 000, U, 1.0, 189.0, 189.0, 106.56, 0, 9.0, -52.0, n, t, TPV 
2023-08-21 00:00:00, 2023-08-11 00:00:00, 16540, 21102, 6923408927691, TPV-AG275QXR/FG, 247029, 000, U, 2.0, 1660.04, 3320.08, 1883.95, None, None, None, e, f, TPV 
2023-08-21 00:00:00, 2023-08-11 00:00:00, 16538, 21102, 8712581801311, TPV-346P1CRH/FG, 247030, 000, U, 1.0, 2926.67, 2926.67, 3321.43, None, None, None, e, f, TPV 
2023-08-21 00:00:00, 2023-08-11 00:00:00, 16546, 21102, 8712581795887, TPV-34M2C7600MV/FG, 247038, 000, U, 1.0, 7882.01, 7882.01, 8945.18, None, None, None, e, f, TPV 
2023-08-21 00:00:00, 2023-08-11 00:00:00, 16539, 21102, 4038986140812, TPV-24P3CW/FG, 247031, 000, U, 3.0, 1310.35, 3931.0499999999997, 1487.1, 3.0, 3.0, 0.0, f, t, TPV 
2023-08-21 00:00:00, 2023-08-11 00:00:00, 16550, 21102, 4038986631303, TPV-GM510B/FG, 247023, 000, U, 20.0, 115.3, 2306.0, 123.39, None, None, None, e, f, TPV 
2023-10-20 00:00:00, 2023-10-11 00:00:00, 17173, 21102, 4038986631303, TPV-GM510B/FG, 247023, 000, U, 20.0, 113.36, 2267.2, 121.46, None, None, None, e, f, TPV 
2023-08-21 00:00:00, 2023-08-14 00:00:00, 16563, 21102, 8712581800642, TPV-34E1C5600HE/FG, 247037, 000, U, 1.0, 2535.19, 2535.19, 2877.15, None, None, None, e, f, TPV 
2023-08-21 00:00:00, 2023-08-14 00:00:00, 16560, 21102, 8712581784737, TPV-24B1D5600/FG, 247036, 000, U, 1.0, 3887.72, 3887.72, 4412.11, None, None, None, e, f, TPV 
2023-08-21 00:00:00, 2023-08-14 00:00:00, 16561, 21102, 8712581799632, TPV-27B1U7903/FG, 247035, 000, U, 1.0, 5684.94, 5684.94, 6451.75, None, None, None, e, f, TPV 
2023-08-21 00:00:00, 2023-08-14 00:00:00, 16562, 21102, 4038986119801, TPV-PD32M/FG, 247034, 000, U, 1.0, 8499.25, 8499.25, 9645.67, None, None, None, e, f, TPV 
2023-08-21 00:00:00, 2023-08-15 00:00:00, 16614, 21102, 8712581798703, TPV-42M2N8900/FG, 247040, 000, U, 1.0, 8942.65, 8942.65, 10148.88, None, None, None, e, f, TPV 
2023-08-28 00:00:00, 2023-08-22 00:00:00, 16703, 21102, 4895229126312, TPV-TAX7207/10, 219372, 000, U, 5.0, 1057.36, 5286.799999999999, 1195.8, None, None, None, e, f, TPV 
2023-09-06 00:00:00, 2023-08-29 00:00:00, 65053, 21102, 7898620271787, TPV-75PUG8808/78, 247074, 000, U, 6.0, 4254.55, 25527.300000000003, 4319.56, None, None, None, e, f, TPV 
2023-09-26 00:00:00, 2023-09-18 00:00:00, 65712, 21102, 7898620271862, TPV-75PUG7908/78, 247073, 000, U, 4.0, 3516.87, 14067.48, 3570.61, 4.0, 2.0, -2.0, p, t, TPV 
2023-09-26 00:00:00, 2023-09-18 00:00:00, 65706, 21102, 7898620271749, TPV-32PHG6918/78, 247060, 000, U, 6.0, 844.2, 5065.200000000001, 857.1, 6.0, 1.0, -5.0, p, t, TPV 
2023-09-26 00:00:00, 2023-09-18 00:00:00, 16956, 21102, 4895229119550, TPV-SCB3400NB/59, 219331, 000, U, 6.0, 32.4, 194.39999999999998, 39.11, None, None, None, e, f, TPV 
2023-09-26 00:00:00, 2023-09-18 00:00:00, 16957, 21102, 4895229100534, TPV-TAUH201WT/00, 219365, 000, U, 3.0, 44.64, 133.92000000000002, 50.48, None, None, None, e, f, TPV 
2023-09-26 00:00:00, 2023-09-18 00:00:00, 65710, 21102, 7898620271817, TPV-65PUG7408/78, 247069, 000, U, 4.0, 2291.95, 9167.8, 2326.97, None, None, None, e, f, TPV 
2023-09-26 00:00:00, 2023-09-18 00:00:00, 65707, 21102, 7898620271848, TPV-55PUG7908/78, 247067, 000, U, 4.0, 1837.92, 7351.68, 1866.0, None, None, None, e, f, TPV 
2023-09-26 00:00:00, 2023-09-18 00:00:00, 65705, 21102, 7898620271756, TPV-43PFG6918/78, 247061, 000, U, 6.0, 1124.31, 6745.86, 1141.49, 6.0, 1.0, -5.0, p, t, TPV 
2023-09-25 00:00:00, 2023-09-18 00:00:00, 65708, 21102, 7898620271800, TPV-55PUG7408/78, 247066, 000, U, 4.0, 1687.28, 6749.12, 1713.06, None, None, None, e, f, TPV 
2023-09-26 00:00:00, 2023-09-18 00:00:00, 65714, 21102, 7898620271824, TPV-70PUG7408/78, 247072, 000, U, 4.0, 2813.03, 11252.12, 2856.01, 4.0, 1.0, -3.0, p, t, TPV 
2023-09-26 00:00:00, 2023-09-18 00:00:00, 65713, 21102, 7898620271770, TPV-65PUG8808/78, 247071, 000, U, 4.0, 3074.22, 12296.88, 3121.19, 4.0, 1.0, -3.0, p, t, TPV 
2023-09-26 00:00:00, 2023-09-18 00:00:00, 65709, 21102, 7898620271831, TPV-50PUG7908/78, 247065, 000, U, 4.0, 1752.22, 7008.88, 1778.99, 4.0, 4.0, 0.0, f, f, TPV 
2023-11-24 00:00:00, 2023-11-16 00:00:00, 68168, 21102, 7898620271831, TPV-50PUG7908/78, 247065, 000, U, 6.0, 1733.89, 10403.34, 1654.27, 0, 4.0, -6.0, e, t, TPV 
2023-09-26 00:00:00, 2023-09-18 00:00:00, 65711, 21102, 7898620271855, TPV-65PUG7908/78, 247070, 000, U, 4.0, 2579.78, 10319.12, 2619.2, 4.0, 1.0, -3.0, p, t, TPV 
2023-09-26 00:00:00, 2023-09-20 00:00:00, 65818, 21102, 7898620271763, TPV-55PUG8808/78, 247068, 000, U, 4.0, 2530.13, 10120.52, 2568.79, 4.0, 1.0, -3.0, p, t, TPV 
2023-10-04 00:00:00, 2023-09-21 00:00:00, 65891, 21102, 7898620271794, TPV-50PUG7408/78, 247064, 000, U, 4.0, 1504.48, 6017.92, 1527.47, None, None, None, e, f, TPV 
2023-10-04 00:00:00, 2023-09-26 00:00:00, 66082, 21102, 7898620271879, TPV-43PUG7408/78, 247062, 000, U, 6.0, 1372.28, 8233.68, 1393.25, None, None, None, e, f, TPV 
2023-10-04 00:00:00, 2023-09-27 00:00:00, 66172, 21102, 7898620271732, TPV-Q27G2, 247027, 000, U, 3.0, 798.28, 2394.84, 794.67, 3.0, 2.0, -1.0, p, t, TPV 
2023-10-04 00:00:00, 2023-09-27 00:00:00, 66173, 21102, 7898620271886, TPV-43PUG7908/78, 247063, 000, U, 6.0, 1536.16, 9216.960000000001, 1559.63, 6.0, 3.0, -3.0, p, f, TPV 
2023-11-03 00:00:00, 2023-11-03 00:00:00, 78500, 21102, 7898620271886, TPV-43PUG7908/78, 247063, 000, U, 1.0, 2299.0, 2299.0, 1559.63, 0, 3.0, -4.0, n, t, TPV 
2023-11-13 00:00:00, 2023-11-10 00:00:00, 21543, 21102, TPVFITAGOM01, TPVFITAGOM01, 248516, 000, U, 9.0, 46.511, 418.59900000000005, 46.51, None, None, None, e, f, TPV 
2023-11-24 00:00:00, 2023-11-16 00:00:00, 17625, 21102, 4895229134508, TPV-TAH1108BK/55, 247418, 000, U, 24.0, 71.71, 1721.04, 79.68, None, None, None, e, f, TPV 
